anio,mes,dia,titulo,descripcion
2023,4,26,Encuesta de Ocupación Hotelera (EOH) - Febrero 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,5,23,Encuesta de Ocupación Hotelera (EOH) - Marzo 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,6,26,Encuesta de Ocupación Hotelera (EOH) - Abril 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,7,20,Encuesta de Ocupación Hotelera (EOH) - Mayo 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,8,23,Encuesta de Ocupación Hotelera (EOH) - Junio 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,9,21,Encuesta de Ocupación Hotelera (EOH) - Julio 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,10,24,Encuesta de Ocupación Hotelera (EOH) - Agosto 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,11,22,Encuesta de Ocupación Hotelera (EOH) - Septiembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,12,22,Encuesta de Ocupación Hotelera (EOH) - Octubre 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2023,1,10,Estadísticas de turismo internacional (ETI) - Noviembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,2,9,Estadísticas de turismo internacional (ETI) - Diciembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,3,7,Estadísticas de turismo internacional (ETI) - Enero 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,4,12,Estadísticas de turismo internacional (ETI) - Febrero 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,5,10,Estadísticas de turismo internacional (ETI) - Marzo 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,6,7,Estadísticas de turismo internacional (ETI) - Abril 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,7,12,Estadísticas de turismo internacional (ETI) - Mayo 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,8,8,Estadísticas de turismo internacional (ETI) - Junio 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,9,13,Estadísticas de turismo internacional (ETI) - Julio 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,10,11,Estadísticas de turismo internacional (ETI) - Agosto 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,11,9,Estadísticas de turismo internacional (ETI) - Septiembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,12,13,Estadísticas de turismo internacional (ETI) - Octubre 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,1,23,Publicación Bitácora: Mapa Interactivo para Inversiones Turísticas,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-01-19-mapa-interactivo-para-inversiones-tursticas/"">📖 Post Bitácora</a> </li>
<li><a href=""https://inversionesturisticas.tur.ar/"">💻 Sitio web</a></li>
<li><a href=""https://tableros.yvera.tur.ar/inversiones/"">🗺️ Mapa interactivo</a> </li>"
2023,1,24,Publicación Bitácora: Nueva versión del Tablero de Turismo Internacional,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-01-24-nueva-versin-del-tablero-de-turismo-internacional/"">📖 Post Bitácora</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">💻 Tablero</a></li>"
2023,2,1,Publicación Bitácora: Encuesta a prestadores turísticos,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-02-01-encuesta-prestadores/"">📖 Post Bitácora</a> </li>"
2023,2,13,Estadísticas de visitas en Parques Nacionales - Junio 2022,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,2,15,Publicación de datos abiertos: PREVIAJE,"<li><a href=""https://datos.yvera.gob.ar/dataset/previaje"">💻 Datos abiertos</a></li>
<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-02-16-previaje_data_abierta/"">📖 Post Bitácora</a> </li>"
2023,3,11,Publicación Bitácora: Nivel de Desarrollo Turístico de las localidades de Argentina,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-03-11-clasificacion-localidades/"">📖 Post Bitácora</a> </li>"
2023,3,22,Publicación Bitácora: Crucerismo Marítimo en la Argentina,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-03-21-crucerismo/"">📖 Post Bitácora</a> </li>"
2023,3,30,Publicación Bitácora: Turismo en Argentina Productiva 2030,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-03-29-turismo-ap2030/"">📖 Post Bitácora</a> </li>"
2023,4,4,Encuesta de Viajes y Turismo de los Hogares (EVyTH) - IV trimestre de 2022,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2023,4,4,Estadísticas de alojamiento: nueva actualización del PUNA,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-04-03-puna-actualizacin-de-indicadores-y-nuevos-lineamientos-de-trabajo/"">📄 Bitácora</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/recursos/biblioteca/dt10_puna.pdf"">🔗 Documento de trabajo</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset/padron-unico-nacional-alojamiento"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/puna/"">💻 Tablero</a> </li>"
2023,5,9,Crucerismo marítimo en argentina,"<li><a href=""https://tableros.yvera.tur.ar/crucerismo/"">💻 Tablero</a></li> 
<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-05-08-tablerocrucerismo/"">📖 Post Bitácora</a></li>"
2023,5,19,Publicación Bitácora: Puesta en marcha del Sistema Federal de Gestión de Datos Turísticos,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-05-19-datatur/"">📖 Post Bitácora</a> </li>"
2023,5,23,Publicación Bitácora: Big data para el turismo,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-05-22-big-data-para-el-turismo/"">📖 Post Bitácora</a> </li>"
2023,5,29,Publicación: Documento de Trabajo N° 11: Conectividad Aérea,"<li><a href=""https://tableros.yvera.tur.ar/recursos/biblioteca/conectividad_aerea.pdf"">📖 Documento de Trabajo</a> </li>"
2023,7,6,Encuesta de Viajes y Turismo de los Hogares (EVyTH) - I trimestre de 2023,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2023,10,6,Encuesta de Viajes y Turismo de los Hogares (EVyTH) - II trimestre de 2023,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2023,6,8,Reporte de Conectividad Aérea Mayo,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html"">✈️ Reporte de Conectividad Aérea</a> </li>"
2023,6,8,Publicación Bitácora: Conectividad Aérea,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-05-31-conectividad-area/"">📖 Post Bitácora</a> </li>"
2023,6,12,Publicación Bitácora: Lanzamiento de la Diplomatura en Generación y Análisis de Información en Turismo,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-06-12-lanzamiento-de-la-diplomatura-en-generacin-y-anlisis-de-informacin-en-turismo/"">📖 Post Bitácora</a> </li>"
2023,6,23,Publicación Bitácora: Publicación del Anuario Estadístico de Turismo 2021,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-06-23-anuario/"">📖 BITÁCORA</a> </li>"
2023,6,26,Estadísticas de visitas en Parques Nacionales - Diciembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,7,5,Reporte de Conectividad Aérea Junio,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,8,7,Reporte de Conectividad Aérea Julio,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,9,7,Reporte de Conectividad Aérea Agosto,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,10,5,Reporte de Conectividad Aérea Septiembre,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,11,7,NA,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,12,6,Reporte de Conectividad Aérea Noviembre,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2023,8,3,Actualización Agencias de Viajes - marzo 2023,"<li><a href=""https://tableros.yvera.tur.ar/agencias/""> 💻Tablero de Agencias de Viajes</a> </li>"
2023,8,17,Publicación Bitácora: El turismo en los ODS,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-08-17-ods-turismo/"">📖 BITÁCORA</a> </li>"
2023,8,23,Publicación de datos abiertos: Conectividad aérea,"<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea""> 💻 Datos abiertos</a> </li>
<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-08-23-datos-abiertos-de-conectividad-aerea/"">✈️ Post bitácora</a> </li>"
2023,9,20,Actualización de datos abiertos: Previaje,"<li><a href=""https://datos.yvera.gob.ar/dataset/previaje""> 💻 Datos abiertos</a> </li>
<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-09-20-actualizacion-data-abierta-pv4/"">📖 Post bitácora</a> </li>"
2023,9,29,Actualización de informe y publicación de datos abiertos: Crucerismo Marítimo,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-09-21-crucerismo-nuevo-posteo/"">📖 Post bitácora</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/recursos/biblioteca/informe_cruceros_22_23.pdf"">🔗  Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=movilidad""> 💻 Datos abiertos</a> </li>"
2023,10,2,Actualización de datos: Padrón Único Nacional de Alojamiento 2022,"<li><a href=""https://datos.yvera.gob.ar/dataset/padron-unico-nacional-alojamiento""> 💻 Datos abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/puna"">📖 Tablero</a> </li>"
2023,10,3,Publicación del Anuario Estadístico de Turismo 2022,"<li><a href=""https://tableros.yvera.tur.ar/recursos/biblioteca/anuario_2022.pdf"">📖 VERSIÓN PDF</a> </li>
<li><a href=""https://dnme-minturdep.github.io/anuario_2022/"">💻 VERSIÓN ONLINE</a> </li>"
2023,10,10,Reporte: Empleo en Turismo - junio de 2023,"<li><a href=""https://tableros.yvera.tur.ar/empleo.html"">💻  Reporte</a> </li>"
2023,10,27,Publicacion de nuevos datos: Áreas Protegidas Provinciales,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-10-27-areas-protegidas/"">📖 Post bitácora</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗  Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza""> 💻 Datos abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html""> 👨🏻‍💻 Reporte</a> </li>"
2023,11,14,"Cuenta satélite de turismo de la Argentina. Años 2019, 2020, 2021 y 2022","<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/cuenta-satelite-de-turismo"">🔗 Informe</a> </li>"
2023,11,14,Publicacion de Actualización de la Cuenta Satélite de Turismo de Argentina 2022,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-11-14-cst-actualizacion-2022/"">📖 Post bitácora</a> </li>"
2023,11,17,Publicación de nuevo tablero: Últimos Datos del Turismo,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-11-16-tablero_ultimos_datos/"">📖 Post bitácora</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_ultimos_datos/""> 💻 Tablero</a> </li>"
2023,11,27,Nuevo Documento de Trabajo: Índice Turístico de Localidades,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-11-27-indice-turistico/"">📖 Post bitácora</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/recursos/biblioteca/indice_turistico.pdf""> 🔗 Documento</a> </li>"
2023,12,6,Publicación de un nuevo tablero: Índice Turístico de Localidades,"<li><a href=""https://tableros.yvera.tur.ar/indice_turistico/""> 🔗 Tablero</a> </li>"
2023,12,7,Publicación de nuevos datos: Conectividad Terrestre Interurbana,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-12-07-conectividadterrestre/"">💻 Post Bitácora</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2023,12,14,Publicación de Informes de Comportamiento Turístico 2021-2022,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-12-14-comportamiento/"">💻 Post Bitácora</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informes</a> </li>"
2023,12,22,Publicación de un nuevo tablero: Visitas a Áreas Protegidas,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-12-21-tablero-areas-protegidas/"">💻 Post Bitácora</a></li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas"">🔗 Tablero</a> </li>"
2023,12,26,Actualización del Monitor de Turismo en las Provincias: año 2022,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2023-12-26-actualizacion-del-monitor-de-provincias/"">💻 Post Bitácora</a></li>
<li><a href=""https://provincias.yvera.tur.ar/"">🔗 Sitio web</a> </li>"
2024,1,31,Informe Mensual de Estadísticas de Turismo (IMET) - enero de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,2,29,Informe Mensual de Estadísticas de Turismo (IMET) - febrero de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,3,27,Informe Mensual de Estadísticas de Turismo (IMET) - marzo de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,4,30,Informe Mensual de Estadísticas de Turismo (IMET) - abril de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,5,31,Informe Mensual de Estadísticas de Turismo (IMET) - mayo de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,6,28,Informe Mensual de Estadísticas de Turismo (IMET) - junio de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,7,31,Informe Mensual de Estadísticas de Turismo (IMET) - julio de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,8,30,Informe Mensual de Estadísticas de Turismo (IMET) - agosto de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,9,30,Informe Mensual de Estadísticas de Turismo (IMET) - septiembre de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,10,31,Informe Mensual de Estadísticas de Turismo (IMET) - octubre de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,11,29,Informe Mensual de Estadísticas de Turismo (IMET) - noviembre de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,12,30,Informe Mensual de Estadísticas de Turismo (IMET) - diciembre de 2024,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2024,1,2,Reporte MULC - noviembre de 2023,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,2,1,Reporte MULC - diciembre de 2023,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,3,1,Reporte MULC - enero de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,5,2,Reporte MULC - marzo de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,6,3,Reporte MULC - abril de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,7,1,Reporte MULC - mayo de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,8,1,Reporte MULC - junio de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,9,2,Reporte MULC - julio de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,10,1,Reporte MULC - agosto de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,11,1,Reporte MULC - septiembre de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,12,2,Reporte MULC - octubre de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2024,1,8,Reporte de Conectividad Aérea Diciembre,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2024,3,19,Reporte de Conectividad Aérea Febrero,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2024,4,12,Reporte de Conectividad Aérea Marzo,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2024,5,14,Reporte de Conectividad Aérea Abril,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2024,7,24,Datos de Conectividad Aérea junio 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2024,10,24,Datos de Conectividad Aérea septiembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
