anio,mes,dia,titulo,descripcion
2024,7,8,Estadisticas de visitas en Áreas Protegidas - Mayo 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,8,2,Estadisticas de visitas en Áreas Protegidas - Junio 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,9,6,Estadisticas de visitas en Áreas Protegidas - Julio 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,9,26,Estadisticas de visitas en Áreas Protegidas - Agosto 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,10,29,Estadisticas de visitas en Áreas Protegidas - Septiembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,11,29,Estadisticas de visitas en Áreas Protegidas - Octubre 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,7,19,Padrón Único Nacional de Alojamiento (PUNA) - Año 2023,"<li><a href=""http://datos.yvera.gob.ar/dataset/padron-unico-nacional-alojamiento"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/puna/"">💻 Tablero</a> </li>"
2023,2,28,Estadísticas de visitas en Parques Nacionales - Julio 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,6,21,Estadísticas de visitas en Parques Nacionales - Agosto 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,6,21,Estadísticas de visitas en Parques Nacionales - Septiembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,6,21,Estadísticas de visitas en Parques Nacionales - Octubre 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,6,21,Estadísticas de visitas en Parques Nacionales - Noviembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,6,21,Estadísticas de visitas en Parques Nacionales - Diciembre 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,8,16,Estadísticas de visitas en Parques Nacionales - Enero 2023,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,2,13,Estadísticas de visitas en Parques Nacionales - Mayo 2022,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2023,12,12,Informe Anual - EVyTH 2022,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2023,12,12,Informe Anual - EVyTH 2021,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2023,12,12,Informe Anual - EVyTH 2020,"<li><a href=""https://tableros.yvera.tur.ar/interno.html"">💻 Reportes</a> </li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-interno"">📖 Datos Abiertos</a> </li>"
2025,1,17,Estadisticas de visitas en Áreas Protegidas - Noviembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2024,2,27,Actualización de datos: Conectividad Terrestre Interurbana - Enero 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2024,3,15,Publicación de nuevos datos de conectividad interurbana terrestre: Servicios de Turismo,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2024-03-15-dut-cnrt/"">💻 Post Bitácora</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2024,8,2,Encuesta de Viajes y Turismo de los Hogares (EVyTH) - III trimestre de 2023,"<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/encuesta-de-viajes-y-turismo-de-los-hogares-evyth"">🔗 Informe</a></li>"
2024,11,15,Datos de Conectividad Aérea octubre 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,1,31,Informe Mensual de Estadísticas de Turismo (IMET) - enero de 2025,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2025,2,28,Informe Mensual de Estadísticas de Turismo (IMET) - febrero de 2025,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2025,3,31,Informe Mensual de Estadísticas de Turismo (IMET) - marzo de 2025,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2025,4,30,Informe Mensual de Estadísticas de Turismo (IMET) - abril de 2025,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2025,5,30,Informe Mensual de Estadísticas de Turismo (IMET) - mayo de 2025,"<li><a href=""https://biblioteca.yvera.tur.ar/coyuntura.html"">🔗 Informe</a></li>"
2025,1,2,Reporte Mercado de Cambios - noviembre de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,2,3,Reporte Mercado de Cambios - diciembre de 2024,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,3,6,Reporte Mercado de Cambios - enero de 2025,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,4,3,Reporte Mercado de Cambios - febrero de 2025,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,5,5,Reporte Mercado de Cambios - marzo de 2025,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,6,2,Reporte Mercado de Cambios - abril de 2025,"<li><a href=""https://tableros.yvera.tur.ar/mulc.html"">💻 Reporte</a></li>"
2025,2,14,Estadisticas de visitas en Áreas Protegidas - Diciembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>"
2025,3,7,Estadisticas de visitas en Áreas Protegidas - Enero 2025,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>"
2025,4,11,Estadisticas de visitas en Áreas Protegidas - Febrero 2025,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>"
2025,4,30,Estadisticas de visitas en Áreas Protegidas - Marzo 2025,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>"
2025,5,28,Estadisticas de visitas en Áreas Protegidas - Abril 2025,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>"
2025,1,20,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Diciembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,2,20,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Enero 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,3,17,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Febrero 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,4,21,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Marzo 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,5,22,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Abril 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,6,20,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Mayo 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,7,22,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Junio 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-terrestre-interurbana"">📖 Datos Abiertos</a> </li>"
2025,8,21,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Julio 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>"
2025,9,12,Publicación de nuevos datos: Conectividad Terrestre Interurbana - Agosto 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad_terrestre/"">🔗 Tablero</a> </li>"
2025,1,21,Publicación de nuevos datos: Conectividad Aérea - Diciembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,2,27,Publicación de nuevos datos: Conectividad Aérea - Enero 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,3,21,Publicación de nuevos datos: Conectividad Aérea - Febrero 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,4,28,Publicación de nuevos datos: Conectividad Aérea - Marzo 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,6,25,Publicación de nuevos datos: Conectividad Aérea - Mayo 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,7,23,Publicación de nuevos datos: Conectividad Aérea - Junio 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,8,27,Publicación de nuevos datos: Conectividad Aérea - Julio 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
2025,9,26,Publicación de nuevos datos: Conectividad Aérea - Agosto 2025,"<li><a href=""https://tableros.yvera.tur.ar/conectividad.html""> 💻 Reporte de Conectividad Aérea</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset/conectividad-aerea"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/conectividad/"">✈️ Tablero de Conectividad Aérea</a> </li>"
